Match,TeamInnings,Name,Runs,Balls,Fours,Sixes,Strike_Rate,pos,Out_or_Notout,MatchId
Afghanistan Vs England,England,Ben Stokes ,2,4,0,0,50.00,4,out,1840
Afghanistan Vs England,England,Liam Livingstone ,29,21,3,0,138.09,5,not out ,1840
Afghanistan Vs England,England,Harry Brook ,7,6,0,0,116.66,6,out,1840
Afghanistan Vs England,England,Moeen Ali ,8,10,0,0,80.00,7,not out ,1840
Ireland Vs Sri Lanka,Ireland,Paul Stirling ,34,25,4,1,136.00,1,out,1841
Ireland Vs Sri Lanka,Ireland,Andy Balbirnie ,1,5,0,0,20.00,2,out,1841
Ireland Vs Sri Lanka,Ireland,Lorcan Tucker ,10,11,1,0,90.90,3,out,1841
Ireland Vs Sri Lanka,Ireland,Harry Tector ,45,42,2,1,107.14,4,out,1841
Ireland Vs Sri Lanka,Ireland,Curtis Campher ,2,4,0,0,50.00,5,out,1841
Ireland Vs Sri Lanka,Ireland,George Dockrell ,14,16,0,0,87.50,6,out,1841
Ireland Vs Sri Lanka,Ireland,Gareth Delany ,9,6,1,0,150.00,7,out,1841
Ireland Vs Sri Lanka,Ireland,Mark Adair ,0,1,0,0,0.00,8,out,1841
Ireland Vs Sri Lanka,Ireland,Simi Singh ,7,8,1,0,87.50,9,not out ,1841
Ireland Vs Sri Lanka,Ireland,Barry McCarthy ,2,2,0,0,100.00,10,not out ,1841
Ireland Vs Sri Lanka,Sri Lanka,Kusal Mendis ,68,43,5,3,158.13,1,not out ,1841
Ireland Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva ,31,25,2,1,124.00,2,out,1841
Ireland Vs Sri Lanka,Sri Lanka,Charith Asalanka ,31,22,2,0,140.90,3,not out ,1841
Pakistan Vs India,Pakistan,Mohammad Rizwan ,4,12,1,0,33.33,1,out,1842
Pakistan Vs India,Pakistan,Babar Azam ,0,1,0,0,0.00,2,out,1842
Pakistan Vs India,Pakistan,Shan Masood ,52,42,5,0,123.80,3,not out ,1842
Pakistan Vs India,Pakistan,Iftikhar Ahmed ,51,34,2,4,150.00,4,out,1842
Pakistan Vs India,Pakistan,Shadab Khan ,5,6,1,0,83.33,5,out,1842
Pakistan Vs India,Pakistan,Haider Ali ,2,4,0,0,50.00,6,out,1842
Pakistan Vs India,Pakistan,Mohammad Nawaz ,9,6,2,0,150.00,7,out,1842
Pakistan Vs India,Pakistan,Asif Ali ,2,3,0,0,66.66,8,out,1842
Pakistan Vs India,Pakistan,Shaheen Shah Afridi ,16,8,1,1,200.00,9,out,1842
Pakistan Vs India,Pakistan,Haris Rauf ,6,4,0,1,150.00,10,not out ,1842
Pakistan Vs India,India,KL Rahul ,4,8,0,0,50.00,1,out,1842
Pakistan Vs India,India,Rohit Sharma ,4,7,0,0,57.14,2,out,1842
Pakistan Vs India,India,Virat Kohli ,82,53,6,4,154.71,3,not out ,1842
Pakistan Vs India,India,Suryakumar Yadav ,15,10,2,0,150.00,4,out,1842
Pakistan Vs India,India,Axar Patel ,2,3,0,0,66.66,5,out,1842
Pakistan Vs India,India,Hardik Pandya ,40,37,1,2,108.10,6,out,1842
Pakistan Vs India,India,Dinesh Karthik ,1,2,0,0,50.00,7,out,1842
Pakistan Vs India,India,Ravichandran Ashwin ,1,1,0,0,100.00,8,not out ,1842
Bangladesh Vs Netherlands,Bangladesh,Najmul Hossain Shanto ,25,20,4,0,125.00,1,out,1843
Bangladesh Vs Netherlands,Bangladesh,Soumya Sarkar ,14,14,2,0,100.00,2,out,1843
Bangladesh Vs Netherlands,Bangladesh,Litton Das ,9,11,0,0,81.81,3,out,1843
Bangladesh Vs Netherlands,Bangladesh,Shakib Al Hasan ,7,9,0,0,77.77,4,out,1843
Bangladesh Vs Netherlands,Bangladesh,Afif Hossain ,38,27,2,2,140.74,5,out,1843
Bangladesh Vs Netherlands,Bangladesh,Yasir Ali ,3,5,0,0,60.00,6,out,1843
Bangladesh Vs Netherlands,Bangladesh,Nurul Hasan ,13,18,0,0,72.22,7,out,1843
Bangladesh Vs Netherlands,Bangladesh,Mosaddek Hossain ,20,12,2,1,166.66,8,not out ,1843
Bangladesh Vs Netherlands,Bangladesh,Taskin Ahmed ,0,1,0,0,0.00,9,out,1843
Bangladesh Vs Netherlands,Bangladesh,Hasan Mahmud ,0,3,0,0,0.00,10,not out ,1843
Bangladesh Vs Netherlands,Netherlands,Vikramjit Singh ,0,1,0,0,0.00,1,out,1843
Bangladesh Vs Netherlands,Netherlands,Max O Dowd ,8,8,0,1,100.00,2,out,1843
Bangladesh Vs Netherlands,Netherlands,Bas de Leede ,0,1,0,0,0.00,3,out,1843
Bangladesh Vs Netherlands,Netherlands,Colin Ackermann ,62,48,6,2,129.16,4,out,1843
Bangladesh Vs Netherlands,Netherlands,Tom Cooper ,0,0,0,0,-,5,out,1843
Bangladesh Vs Netherlands,Netherlands,Scott Edwards ,16,24,1,0,66.66,6,out,1843
Bangladesh Vs Netherlands,Netherlands,Tim Pringle ,1,6,0,0,16.66,7,out,1843
Bangladesh Vs Netherlands,Netherlands,Logan van Beek ,2,5,0,0,40.00,8,out,1843
Bangladesh Vs Netherlands,Netherlands,Shariz Ahmad ,9,8,1,0,112.50,9,out,1843
Bangladesh Vs Netherlands,Netherlands,Fred Klaassen ,7,6,0,0,116.66,10,not out ,1843
Bangladesh Vs Netherlands,Netherlands,Paul van Meekeren ,24,14,3,1,171.42,11,out,1843
Zimbabwe Vs South Africa,Zimbabwe,Regis Chakabva ,8,8,0,1,100.00,1,out,1844
Zimbabwe Vs South Africa,Zimbabwe,Craig Ervine ,2,6,0,0,33.33,2,out,1844
Zimbabwe Vs South Africa,Zimbabwe,Sean Williams ,1,1,0,0,100.00,3,out,1844
Zimbabwe Vs South Africa,Zimbabwe,Sikandar Raza ,0,2,0,0,0.00,4,out,1844
Zimbabwe Vs South Africa,Zimbabwe,Wessly Madhevere ,35,18,4,1,194.44,5,not out ,1844
Zimbabwe Vs South Africa,Zimbabwe,Milton Shumba ,18,20,2,0,90.00,6,out,1844
Zimbabwe Vs South Africa,South Africa,Quinton de Kock ,47,18,8,1,261.11,1,not out ,1844
Zimbabwe Vs South Africa,South Africa,Temba Bavuma ,2,2,0,0,100.00,2,not out ,1844
Sri Lanka Vs Australia,Sri Lanka,Pathum Nissanka ,40,45,2,0,88.88,1,out,1845
Sri Lanka Vs Australia,Sri Lanka,Kusal Mendis ,5,6,1,0,83.33,2,out,1845
Sri Lanka Vs Australia,Sri Lanka,Dhananjaya de Silva ,26,23,3,0,113.04,3,out,1845
Sri Lanka Vs Australia,Sri Lanka,Charith Asalanka ,38,25,3,2,152.00,4,not out ,1845
Sri Lanka Vs Australia,Sri Lanka,Bhanuka Rajapaksa ,7,5,1,0,140.00,5,out,1845
Sri Lanka Vs Australia,Sri Lanka,Dasun Shanaka ,3,5,0,0,60.00,6,out,1845
Sri Lanka Vs Australia,Sri Lanka,Wanindu Hasaranga de Silva ,1,4,0,0,25.00,7,out,1845
Sri Lanka Vs Australia,Sri Lanka,Chamika Karunaratne ,14,7,2,0,200.00,8,not out ,1845
Sri Lanka Vs Australia,Australia,David Warner ,11,10,0,0,110.00,1,out,1845
Sri Lanka Vs Australia,Australia,Aaron Finch ,31,42,0,1,73.80,2,not out ,1845
Sri Lanka Vs Australia,Australia,Mitchell Marsh ,17,17,1,1,100.00,3,out,1845
Sri Lanka Vs Australia,Australia,Glenn Maxwell ,23,12,2,2,191.66,4,out,1845
Sri Lanka Vs Australia,Australia,Marcus Stoinis ,59,18,4,6,327.77,5,not out ,1845
Ireland Vs England,Ireland,Paul Stirling ,14,8,1,1,175.00,1,out,1846
Ireland Vs England,Ireland,Andy Balbirnie ,62,47,5,2,131.91,2,out,1846
Ireland Vs England,Ireland,Lorcan Tucker ,34,27,3,1,125.92,3,out,1846
Ireland Vs England,Ireland,Harry Tector ,0,2,0,0,0.00,4,out,1846
Ireland Vs England,Ireland,Curtis Campher ,18,11,3,0,163.63,5,out,1846
Ireland Vs England,Ireland,George Dockrell ,0,1,0,0,0.00,6,out,1846
Ireland Vs England,Ireland,Gareth Delany ,12,10,1,0,120.00,7,not out ,1846
Ireland Vs England,Ireland,Mark Adair ,4,4,0,0,100.00,8,out,1846
Ireland Vs England,Ireland,Barry McCarthy ,3,3,0,0,100.00,9,out,1846
Ireland Vs England,Ireland,Fionn Hand ,1,2,0,0,50.00,10,out,1846
Ireland Vs England,Ireland,Josh Little ,0,1,0,0,0.00,11,out,1846
Ireland Vs England,England,Jos Buttler ,0,2,0,0,0.00,1,out,1846
Ireland Vs England,England,Alex Hales ,7,5,1,0,140.00,2,out,1846
Ireland Vs England,England,Dawid Malan ,35,37,2,0,94.59,3,out,1846
Ireland Vs England,England,Ben Stokes ,6,8,0,0,75.00,4,out,1846
Ireland Vs England,England,Harry Brook ,18,21,1,0,85.71,5,out,1846
Ireland Vs England,England,Moeen Ali ,24,12,3,1,200.00,6,not out ,1846
Ireland Vs England,England,Liam Livingstone ,1,2,0,0,50.00,7,not out ,1846
South Africa Vs Bangladesh,South Africa,Temba Bavuma ,2,6,0,0,33.33,1,out,1847
South Africa Vs Bangladesh,South Africa,Quinton de Kock ,63,38,7,3,165.78,2,out,1847
South Africa Vs Bangladesh,South Africa,Rilee Rossouw ,109,56,7,8,194.64,3,out,1847
South Africa Vs Bangladesh,South Africa,Tristan Stubbs ,7,7,1,0,100.00,4,out,1847
South Africa Vs Bangladesh,South Africa,Aiden Markram ,10,11,1,0,90.90,5,out,1847
South Africa Vs Bangladesh,South Africa,David Miller ,2,4,0,0,50.00,6,not out ,1847
South Africa Vs Bangladesh,South Africa,Wayne Parnell ,0,2,0,0,0.00,7,not out ,1847
South Africa Vs Bangladesh,Bangladesh,Najmul Hossain Shanto ,9,9,1,0,100.00,1,out,1847
South Africa Vs Bangladesh,Bangladesh,Soumya Sarkar ,15,6,0,2,250.00,2,out,1847
South Africa Vs Bangladesh,Bangladesh,Litton Das ,34,31,1,1,109.67,3,out,1847
South Africa Vs Bangladesh,Bangladesh,Shakib Al Hasan ,1,4,0,0,25.00,4,out,1847
South Africa Vs Bangladesh,Bangladesh,Afif Hossain ,1,5,0,0,20.00,5,out,1847
South Africa Vs Bangladesh,Bangladesh,Mehidy Hasan Miraz ,11,13,0,0,84.61,6,out,1847
South Africa Vs Bangladesh,Bangladesh,Mosaddek Hossain ,0,3,0,0,0.00,7,out,1847
South Africa Vs Bangladesh,Bangladesh,Nurul Hasan ,2,6,0,0,33.33,8,out,1847
South Africa Vs Bangladesh,Bangladesh,Taskin Ahmed ,10,17,1,0,58.82,9,out,1847
South Africa Vs Bangladesh,Bangladesh,Hasan Mahmud ,0,2,0,0,0.00,10,out,1847
South Africa Vs Bangladesh,Bangladesh,Mustafizur Rahman ,9,3,0,1,300.00,11,not out ,1847
India Vs Netherlands,India,KL Rahul ,9,12,1,0,75.00,1,out,1848
India Vs Netherlands,India,Rohit Sharma ,53,39,4,3,135.89,2,out,1848
India Vs Netherlands,India,Virat Kohli ,62,44,3,2,140.90,3,not out ,1848
India Vs Netherlands,India,Suryakumar Yadav ,51,25,7,1,204.00,4,not out ,1848
India Vs Netherlands,Netherlands,Vikramjit Singh ,1,9,0,0,11.11,1,out,1848
India Vs Netherlands,Netherlands,Max O Dowd ,16,10,3,0,160.00,2,out,1848
India Vs Netherlands,Netherlands,Bas de Leede ,16,23,0,0,69.56,3,out,1848
India Vs Netherlands,Netherlands,Colin Ackermann ,17,21,1,0,80.95,4,out,1848
India Vs Netherlands,Netherlands,Tom Cooper ,9,12,0,0,75.00,5,out,1848
India Vs Netherlands,Netherlands,Scott Edwards ,5,8,0,0,62.50,6,out,1848
India Vs Netherlands,Netherlands,Tim Pringle ,20,15,1,1,133.33,7,out,1848
India Vs Netherlands,Netherlands,Logan van Beek ,3,5,0,0,60.00,8,out,1848
India Vs Netherlands,Netherlands,Shariz Ahmad ,16,11,2,0,145.45,9,not out ,1848
India Vs Netherlands,Netherlands,Fred Klaassen ,0,1,0,0,0.00,10,out,1848
India Vs Netherlands,Netherlands,Paul van Meekeren ,14,6,3,0,233.33,11,not out ,1848
Zimbabwe Vs Pakistan,Zimbabwe,Wessly Madhevere ,17,13,3,0,130.76,1,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Craig Ervine ,19,19,2,0,100.00,2,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Milton Shumba ,8,10,1,0,80.00,3,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Sean Williams ,31,28,3,0,110.71,4,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Sikandar Raza ,9,16,1,0,56.25,5,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Regis Chakabva ,0,1,0,0,0.00,6,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Ryan Burl ,10,15,0,0,66.66,7,not out ,1849
Zimbabwe Vs Pakistan,Zimbabwe,Luke Jongwe ,0,1,0,0,0.00,8,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Brad Evans ,19,15,0,1,126.66,9,out,1849
Zimbabwe Vs Pakistan,Zimbabwe,Richard Ngarava ,3,2,0,0,150.00,10,not out ,1849
Zimbabwe Vs Pakistan,Pakistan,Mohammad Rizwan ,14,16,1,1,87.50,1,out,1849
Zimbabwe Vs Pakistan,Pakistan,Babar Azam ,4,9,1,0,44.44,2,out,1849
Zimbabwe Vs Pakistan,Pakistan,Shan Masood ,44,38,3,0,115.78,3,out,1849
Zimbabwe Vs Pakistan,Pakistan,Iftikhar Ahmed ,5,10,1,0,50.00,4,out,1849
Zimbabwe Vs Pakistan,Pakistan,Shadab Khan ,17,14,0,1,121.42,5,out,1849
Zimbabwe Vs Pakistan,Pakistan,Haider Ali ,0,1,0,0,0.00,6,out,1849
Zimbabwe Vs Pakistan,Pakistan,Mohammad Nawaz ,22,18,1,1,122.22,7,out,1849
Zimbabwe Vs Pakistan,Pakistan,Mohammad Wasim ,12,13,2,0,92.30,8,not out ,1849
Zimbabwe Vs Pakistan,Pakistan,Shaheen Shah Afridi ,1,1,0,0,100.00,9,out,1849
New Zealand Vs Sri Lanka,New Zealand,Finn Allen ,1,3,0,0,33.33,1,out,1850
New Zealand Vs Sri Lanka,New Zealand,Devon Conway ,1,4,0,0,25.00,2,out,1850
New Zealand Vs Sri Lanka,New Zealand,Kane Williamson ,8,13,1,0,61.53,3,out,1850
New Zealand Vs Sri Lanka,New Zealand,Glenn Phillips ,104,64,10,4,162.50,4,out,1850
New Zealand Vs Sri Lanka,New Zealand,Daryl Mitchell ,22,24,0,0,91.66,5,out,1850
New Zealand Vs Sri Lanka,New Zealand,James Neesham ,5,8,0,0,62.50,6,out,1850
New Zealand Vs Sri Lanka,New Zealand,Mitchell Santner ,11,5,0,1,220.00,7,not out ,1850
New Zealand Vs Sri Lanka,New Zealand,Ish Sodhi ,1,1,0,0,100.00,8,out,1850
New Zealand Vs Sri Lanka,New Zealand,Tim Southee ,4,1,1,0,400.00,9,not out ,1850
New Zealand Vs Sri Lanka,Sri Lanka,Pathum Nissanka ,0,5,0,0,0.00,1,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Kusal Mendis ,4,3,1,0,133.33,2,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva ,0,3,0,0,0.00,3,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Charith Asalanka ,4,8,0,0,50.00,4,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Bhanuka Rajapaksa ,34,22,3,2,154.54,5,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Chamika Karunaratne ,3,8,0,0,37.50,6,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Dasun Shanaka ,35,32,4,1,109.37,7,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga de Silva ,4,6,1,0,66.66,8,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Maheesh Theekshana ,0,3,0,0,0.00,9,out,1850
New Zealand Vs Sri Lanka,Sri Lanka,Kasun Rajitha ,8,21,0,0,38.09,10,not out ,1850
New Zealand Vs Sri Lanka,Sri Lanka,Lahiru Kumara ,4,5,1,0,80.00,11,out,1850
Bangladesh Vs Zimbabwe,Bangladesh,Najmul Hossain Shanto ,71,55,7,1,129.09,1,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Soumya Sarkar ,0,2,0,0,0.00,2,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Litton Das ,14,12,3,0,116.66,3,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Shakib Al Hasan ,23,20,1,0,115.00,4,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Afif Hossain ,29,19,1,1,152.63,5,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Mosaddek Hossain ,7,10,0,0,70.00,6,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Nurul Hasan ,1,1,0,0,100.00,7,out,1851
Bangladesh Vs Zimbabwe,Bangladesh,Yasir Ali ,1,1,0,0,100.00,8,not out ,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Wessly Madhevere ,4,3,1,0,133.33,1,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Craig Ervine ,8,7,2,0,114.28,2,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Milton Shumba ,8,15,1,0,53.33,3,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Sean Williams ,64,42,8,0,152.38,4,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Sikandar Raza ,0,3,0,0,0.00,5,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Regis Chakabva ,15,19,0,0,78.94,6,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Ryan Burl ,27,25,2,1,108.00,7,not out ,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Brad Evans ,2,2,0,0,100.00,8,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Richard Ngarava ,6,3,0,1,200.00,9,out,1851
Bangladesh Vs Zimbabwe,Zimbabwe,Blessing Muzarabani ,0,2,0,0,0.00,10,not out ,1851
Netherlands Vs Pakistan,Netherlands,Stephan Myburgh ,6,11,1,0,54.54,1,out,1852
Netherlands Vs Pakistan,Netherlands,Max O Dowd ,8,13,0,0,61.53,2,out,1852
Netherlands Vs Pakistan,Netherlands,Bas de Leede ,6,16,1,0,37.50,3,not out ,1852
Netherlands Vs Pakistan,Netherlands,Tom Cooper ,1,2,0,0,50.00,4,out,1852
Netherlands Vs Pakistan,Netherlands,Colin Ackermann ,27,27,2,0,100.00,5,out,1852
Netherlands Vs Pakistan,Netherlands,Scott Edwards ,15,20,1,0,75.00,6,out,1852
Netherlands Vs Pakistan,Netherlands,Roelof van der Merwe ,5,6,0,0,83.33,7,out,1852
Netherlands Vs Pakistan,Netherlands,Tim Pringle ,5,8,0,0,62.50,8,out,1852
Netherlands Vs Pakistan,Netherlands,Logan van Beek ,6,9,0,0,66.66,9,not out ,1852
Netherlands Vs Pakistan,Netherlands,Fred Klaassen ,0,1,0,0,0.00,10,out,1852
Netherlands Vs Pakistan,Netherlands,Paul van Meekeren ,7,7,0,0,100.00,11,out,1852
Netherlands Vs Pakistan,Pakistan,Mohammad Rizwan ,49,39,5,0,125.64,1,out,1852
Netherlands Vs Pakistan,Pakistan,Babar Azam ,4,5,1,0,80.00,2,out,1852
Netherlands Vs Pakistan,Pakistan,Fakhar Zaman ,20,16,3,0,125.00,3,out,1852
Netherlands Vs Pakistan,Pakistan,Shan Masood ,12,16,0,0,75.00,4,out,1852
Netherlands Vs Pakistan,Pakistan,Iftikhar Ahmed ,6,5,0,0,120.00,5,not out ,1852
Netherlands Vs Pakistan,Pakistan,Shadab Khan ,4,2,1,0,200.00,6,not out ,1852
India Vs South Africa,India,KL Rahul ,9,14,0,1,64.28,1,out,1853
India Vs South Africa,India,Rohit Sharma ,15,14,1,1,107.14,2,out,1853
India Vs South Africa,India,Virat Kohli ,12,11,2,0,109.09,3,out,1853
India Vs South Africa,India,Suryakumar Yadav ,68,40,6,3,170.00,4,out,1853
India Vs South Africa,India,Deepak Hooda ,0,3,0,0,0.00,5,out,1853
India Vs South Africa,India,Hardik Pandya ,2,3,0,0,66.66,6,out,1853
India Vs South Africa,India,Dinesh Karthik ,6,15,0,0,40.00,7,out,1853
India Vs South Africa,India,Ravichandran Ashwin ,7,11,0,0,63.63,8,out,1853
India Vs South Africa,India,Bhuvneshwar Kumar ,4,6,0,0,66.66,9,not out ,1853
India Vs South Africa,India,Mohammed Shami ,0,2,0,0,0.00,10,out,1853
India Vs South Africa,India,Arshdeep Singh ,2,1,0,0,200.00,11,not out ,1853
India Vs South Africa,South Africa,Quinton de Kock ,1,3,0,0,33.33,1,out,1853
India Vs South Africa,South Africa,Temba Bavuma ,10,15,0,1,66.66,2,out,1853
India Vs South Africa,South Africa,Rilee Rossouw ,0,2,0,0,0.00,3,out,1853
India Vs South Africa,South Africa,Aiden Markram ,52,41,6,1,126.82,4,out,1853
India Vs South Africa,South Africa,David Miller ,59,46,4,3,128.26,5,not out ,1853
India Vs South Africa,South Africa,Tristan Stubbs ,6,6,1,0,100.00,6,out,1853
India Vs South Africa,South Africa,Wayne Parnell ,2,5,0,0,40.00,7,not out ,1853
Australia Vs Ireland,Australia,David Warner ,3,7,0,0,42.85,1,out,1855
Australia Vs Ireland,Australia,Aaron Finch ,63,44,5,3,143.18,2,out,1855
Australia Vs Ireland,Australia,Mitchell Marsh ,28,22,2,2,127.27,3,out,1855
Australia Vs Ireland,Australia,Glenn Maxwell ,13,9,0,1,144.44,4,out,1855
Australia Vs Ireland,Australia,Marcus Stoinis ,35,25,3,1,140.00,5,out,1855
Australia Vs Ireland,Australia,Tim David ,15,10,2,0,150.00,6,not out ,1855
Australia Vs Ireland,Australia,Matthew Wade ,7,3,1,0,233.33,7,not out ,1855
Australia Vs Ireland,Ireland,Paul Stirling ,11,7,1,1,157.14,1,out,1855
Australia Vs Ireland,Ireland,Andy Balbirnie ,6,7,0,1,85.71,2,out,1855
Australia Vs Ireland,Ireland,Lorcan Tucker ,71,48,9,1,147.91,3,not out ,1855
Australia Vs Ireland,Ireland,Harry Tector ,6,4,1,0,150.00,4,out,1855
Australia Vs Ireland,Ireland,Curtis Campher ,0,1,0,0,0.00,5,out,1855
Australia Vs Ireland,Ireland,George Dockrell ,0,4,0,0,0.00,6,out,1855
